gsv_panoid,gsv_lat,gsv_lng
h1iK0uPWMzJt4cRx1AjtVA,51.68801717,-0.136795351
z7wgN0jeNfeOjh6cgD-lnw,51.61048713,-0.137739316
jYAvGv__A4JSm9tBjhWgAg,51.58945712,-0.20211624
B_kLuvXM38oJksDM7BZ9dg,51.57937439,-0.213545227
m4tSajUuZg4pa8A5wOIX6g,51.6117345,-0.0488849
dquTk1L3xUiWEG0j1DyyxQ,51.61167929,-0.043101407
dijVuuiiTBRL_yCWvwYGDg,51.60967654,-0.030642361
i1qPQSmgvLhV5-dwAjtQoQ,51.59944725,0.001158044
Bt9cDwGp2XA0C5hV_YHc4g,51.58342713,-0.07228669
sy44lI831GJ7bPXpWPOjrA,51.55872157,-0.470150425
YUCtR-q99U09IBJHgFo_bg,51.49565122,-0.452888886
v0ksKFXzzwJFBJjkoDn4hw,51.492407,-0.494642
iPguYC8RedDMHZd2l3LsgQ,51.48702746,-0.497111305
5zq92T3PtKm876_5fb6bpQ,51.48529539,-0.499219241
03sGp8IuJI_Y6IMNwv2vrg,51.4843609,-0.500200173
IvYpRf8xrLs2JTmRKzGUvg,51.4834665,-0.500594
U5cC1e6tQV4FRK7aZQG7bA,51.4826968,-0.5012674
bcQnk3b9leFNh_qEwJNLfA,51.4817672,-0.5024405
8LBRPL74x-3iTrhrFgKZIg,51.48086963,-0.502530718
uq2E_xgFCtzUBYPYFFnekg,51.4800106,-0.5029821
fYyyfX2rxmfSWLiEqE4wwg,51.47638015,-0.504412818
bqibUYNN4Aa4eM4OMinz2w,51.472764,-0.5054326
KuoOvDxwzSsTw_HTCx6pMg,51.57314733,-0.223724869
euqrDxgIIlyptsClPYkDqw,51.56974719,-0.238333527
gcSS2zYwKMgla62EMHyyYQ,51.57007246,-0.237225085
MsiWWZZtUqElTj9-l04ABg,51.569148,-0.2398858
vbqmStyEan0SZj4MyqVELA,51.56733914,-0.244326659
5FGhGWvKAvkYIvMSLocMpw,51.56644355,-0.247476038
VdQFXYT8aIHwfhFUbBETcg,51.5667294,-0.246170469
xpNw0yk1koJGvhIU9MtcsA,51.56543944,-0.249884262
8UT3YbvFdiFxbuDwVj6seg,51.56362158,-0.25171068
NL90dm6gCHtS6wXiG7gixA,51.55920734,-0.25360478
GkvB0CMW_hpo1p-x5dt_bw,51.554703,-0.25318087
HsSl58sPFTdc6p71UXNVoQ,51.55379184,-0.25388139
i8JU5sRcLs2eUzE_MIcY3A,51.5535889,-0.293809203
8DZHFuCPBsdqdhRsAU1ZNA,51.55036181,-0.18297432
5UiM4qkBxT7lIYpQaDX0cQ,51.5499222,-0.1821213
CfR88Ek_14_O6YztpwdgHQ,51.54949602,-0.262796771
Za7UNSaD8CAoiPVee59Tiw,51.54821606,-0.180686072
bqGDes9WFoaWgo90sFb7FA,51.5485648,-0.263582886
9GtO0OU9qME_7zIIN8_igw,51.54731341,-0.179950461
ggNeqcChpwVrUZIXWMozBg,51.54642645,-0.179022835
PxEVxFV2TqYs8XFl7tb75A,51.543646,-0.174952
nJwrZ_FLayvmtP_Fd700vA,51.54247541,-0.27526803
2pmpIsWxpMazaP1JRR-_rQ,51.5396732,-0.1416335
I-hCnVarHEYwLstPReFa6Q,51.53818476,-0.281367558
lrTfBYz9l6AkeNsEUejZhg,51.5371652,-0.2841846
2z_uEPaLm_u_lhJkLKE8lg,51.53761647,-0.282833823
oPkKdx-zdFnyPrmwUibbyQ,51.53627848,-0.285698057
1qt7hstHsf-_PvtLz0dnvQ,51.5346547,-0.288688469
P5U1EOSImPcy-JPqlZlNSg,51.53286099,-0.172427815
E6claP--zc9zZeWHZrx0dA,51.53279922,-0.291551066
H8cO8zB0HB8kEdv-mtVIFg,51.53022949,-0.16926615
4AAuouCqr54aRKOlcU0GpQ,51.52778026,-0.285999357
0OiD_1LfVusPK3sSfWFbRQ,51.5256227,-0.2716392
VuZSDeMSlv6poYsdghEdNQ,51.52357448,-0.158174036
vSxZjRjdZ09CKAANbX1yWA,51.5229749,-0.174267107
tp4shkPyiWrEE07phbrNIg,51.5226581,-0.1555215
jaxzIi27jiwK_syVyWc7AA,51.52196765,-0.158130882
_4ObLcz3TR_K8H2PESn6GA,51.52178518,-0.157346905
ae_NEgNT7DHItqj7wheZMg,51.5224993,-0.25834
xmiaQffmSC8bdWDSkfqZ6w,51.5209592,-0.1638763
xmxd6JGo2MkOp43il2N4bA,51.52166623,-0.263349282
vvbKD1pmROTCsCwWT6j-zw,51.52013407,-0.173909806
sr8o7RqZEaE1tFtPXJeMAA,51.52005174,-0.17009603
hRmEisnm_10-tAS449S3bg,51.52014596,-0.168692861
icB_TgTTJlGSLd2mea2hhA,51.52079705,-0.263157878
26xUJj1BAt6twb-6CsxwlA,51.5198935,-0.181816572
O2RlaS2cZEdUcDsipXJ59w,51.51915292,-0.158398353
kP2QOSMJnlKEtrxE0kGMbQ,51.51870839,-0.168318159
o1_UNOv8xjJQq7AzYjz6ZQ,51.5180598,-0.180280186
Zzx7FOqT4-7KbB4X9qaZ_g,51.51773417,-0.166955109
sVbBQX7_232Q1ssiQEOCfg,51.5155383,-0.142119936
X5WJeXA6ioNvwr0v8V4Llg,51.51531136,-0.141591949
3mEpyPHrcQPbQBYtfr8B1Q,51.51555427,-0.22164743
95W5thmDGhU65E7fGLF_iw,51.51479773,-0.173307614
Vh8SnSOpyMkLgkUJMYwb1Q,51.5143927,-0.1416466
R32MUUI9XXBa-WCWUVDrcA,51.51477378,-0.231633699
Nv_Gw2SK62fmwDnOCcXqOg,51.51350709,-0.158227451
Hk9-b75CqnnpV_iSuq4PzQ,51.51357343,-0.157015835
9dTHsBuA-qcK-VaDVB5gKg,51.51378073,-0.155962258
QeJHM4Dif9__50XS5LleQA,51.51317755,-0.160150581
PfnGPIleRc0b9X1x_NLFPA,51.51304648,-0.158287661
tH5hXqN9BFWMNqcZ55y7DQ,51.51383648,-0.250464373
HGjXl8-TAH9SxJqqn-72Ow,51.51142297,-0.177207807
47Og1G-nYXgjO3BGJwkQdQ,51.51108221,-0.157203929
HDyBrf2pBNvVo1JzZ4HR_g,51.51284957,-0.307204877
s3SUpsVzztBvSBIkJNwwbA,51.5093163,-0.155979158
lKzx5Anh24p2UxDinuUOnw,51.5089711,-0.19659875
HgE7Zr3-whs86K9ktFdp0A,51.50832525,-0.154641413
UIbkSgGq4-IRmUFSaOHAsQ,51.5072764,-0.153388019
XDmt6U3LjyWnlAUcQzBVBw,51.50667523,-0.152676416
gfYeRlg6me18gXyHD8xyNQ,51.50652626,-0.143206624
1PS7MMsQJTtQ6t4zO88oXg,51.50569617,-0.151927416
fYWnW_6ziCHvbmmfgG6Oxw,51.50532394,-0.145697007
nonWjNN7RP_-aPQkr5l3QQ,51.50574145,-0.144757401
Eoy2NINNRYXBsgI-PuuhJw,51.50502307,-0.216438341
ZCJNnOzdpeMjP4pllQWvKA,51.5037476,-0.151040694
UJd0lGtQ2LODHPyoJnYoWg,51.50383278,-0.148784431
ljMFZmIQdM8xlbNAhd4CQw,51.50403472,-0.147899889
Y4_o65NX6HT_iazszqAhLA,51.50410864,-0.219340943
32xAcBY1q5RDeYv6SrdiKA,51.50370073,-0.191960231
XQ-1wTnMg3GA8VVizSHQ0g,51.50302287,-0.151983064
8GH0oSgA_8O-j3EtOmDN4w,51.50193028,-0.160156928
xBzjkwUC_2FfRp8WKSJeAg,51.50214576,-0.158811263
vcQhyuR3eQT_DqO2ccqYaA,51.50229339,-0.157947616
wKYS1UO3abRnxhPXfpxhcA,51.5023372,-0.144564514
iQe1vtNAe9qXbnCj2M4p9A,51.50197998,-0.190832309
3kBgUixJgOcMyF3qohF4cQ,51.50155787,-0.179301875
C1G9zyxXTuSZiA93xmWPVQ,51.50159142,-0.177789248
2hurCQjvvVE7SK3Le549aQ,51.50118423,-0.161677188
QjpxoAznbg05ekm47b081A,51.50114982,-0.150498616
ynObnwrisA7Cu4sQ1ry_mw,51.50058678,-0.162325897
U6yVmJTGUvo5uHLy_Nf_3w,51.5002533,-0.149077
Ky2_gMPz22DxcztoARHgHA,51.4996404,-0.1636393
4bmsm5T5kgfHTNuV5GmYQQ,51.49913722,-0.147919885
f7WscFo846MoJxm4tAhdmg,51.49867987,-0.147400298
jJAp7bzNfWxqavisrB5ISA,51.49823101,-0.144672395
xO90E8vXaaCvt0TIwNWHHw,51.49728369,-0.144452769
2pxg8Jv-iwnPPrF3VYk2Cg,51.49770778,-0.222554576
lZqbohvUXdtdweRRBPBp7g,51.4965504,-0.1449432
S1UHRT3OuJE0-J3xm7Jn0w,51.4965528,-0.142184086
BS6gknz-pxmghNPmxnFubA,51.4958975,-0.1719431
S-dXk4hcYko-QGRYX2k6Mg,51.49497941,-0.184087387
2ucdMWtqtxqFJCoG6CAZmg,51.49512716,-0.181056601
WO7lBZP7CyvlLNqx7ywJ5w,51.49522848,-0.179515578
xwdaam1uSFCVsOPKN4uExA,51.49548052,-0.176820505
l5dsBilj0GFIbFyocklSfQ,51.49471903,-0.146360677
8qsmqcu8IT9fqySfTO5Eiw,51.49470839,-0.193790497
y3z3d1E77PAgiFvTZLtGSg,51.49474255,-0.19257723
B3yyF2RwD9jqn2n3JAmTfQ,51.49469584,-0.186917633
KBqRJA-TmMkVrOSiK_sbRQ,51.49289805,-0.147614427
cjZmKpoBRwOrb9TvN3_acQ,51.49341936,-0.223972863
mcuc8OOU9T8v7pRxyNskLg,51.49140794,-0.238467991
s9WIaAgJC01dOmWegDb6hA,51.4913012,-0.2226658
UekqeA2VA1qrLtztNtjWzg,51.49152095,-0.202747117
lfX6CQnHNKeCYpVbZZzIyA,51.49052347,-0.21173319
5-VnFzJvbjhPoIEovhAd8g,51.4905262,-0.2101816
KUy0SXj--wgh37DukUFGuQ,51.48784369,-0.26875076
g-JXcqVnFriPz6Hjw_SqrA,51.48771647,-0.250839961
#NAME?,51.48354623,-0.165499892
XiHvTMteU9DR1hjnrOnMow,51.48263781,-0.171383277
wBw598Cn5ceqt0XR71JluQ,51.4821671,-0.149327712
4JRIgZsvycLpae0pExVnBw,51.4816004,-0.1761059
oJxT5JBIutzBvUMQF7I8FQ,51.4812158,-0.149139907
FKQZAbE1LzU710lYTvJYhQ,51.4783736,-0.1486115
VBKeYhzRr6RrIcKIZafzkw,51.46591902,-0.214087803
ZP-TYV_ICsarDgjBwe7DlA,51.46339258,-0.168923995
ZmHbbp2yF_oVbFjO_aOfxg,51.57438331,-0.0723109
g82gKHIqNUYM8wFoKaDRBw,51.5650045,0.00525057
jh35cZcUBpT2En_GDgxFBQ,51.55619209,-0.006705359
Dnu-8wua5jFJ9DD1Ei2Rpw,51.55170713,-0.015598904
fbaJUYqmThTiBtJ8iNPpfA,51.55169796,-0.111067225
IvUBsUfZUG5uyFFvBrEncw,51.54952452,-0.024729081
hkt9rJlPbDsmBHBJ5Qzc1g,51.5352913,-0.1040361
DYeLM-KjubY0OtsV_OeiNg,51.53265317,-0.106171041
eJotM9MSVUyONSXsnzP7wQ,51.53187037,-0.107118445
FALA61Cn7Rw5051KKNrBuQ,51.53175348,-0.106231521
32CoqRVqC17Fpe8MMwNuFg,51.53094311,-0.120005981
wM_hfwXtmChtxqQQHkCjdw,51.5311484,-0.1171658
5di6tECPFU4AoCPdcglTcg,51.53142321,-0.113637173
M21paNZlI-egfdk5zK2o2A,51.53093087,-0.105949379
V5y410Lp-CRiPN_uveflUA,51.52972489,-0.124462263
idGxs31Wk1X3cJ36p-k4tQ,51.52798583,-0.020767547
Hxl_OpIwcFlzblUL8lnH5w,51.5285357,-0.127497746
fSIit29CbyLsJWsIt2KNQQ,51.52693057,-0.132066124
IWMk1P_gMvF7hapa9_DE0A,51.52594724,-0.134673253
2ruwDOmckF-T4N2NE7RQeQ,51.5263187,-0.13384
feiJDAJEpt1F-mRgqJ11Xg,51.52412195,-0.010989383
m2ompqG5S-Cens3FtEVTDg,51.52320587,-0.077462295
kBSnl_1zrvj6wseVtgNGjg,51.5212896,-0.0489841
6fSdrchLFuAKXns6nySmQw,51.51854678,0.0379954
Hy_ZzTYAzndvt2ZEu6oLyQ,51.51969671,-0.0790231
Ab2OFfPyApuF313NM0umCQ,51.51869621,-0.079450115
fji6reU-OjbWvhtWbq5xtQ,51.51843218,-0.062910079
K52QOQ5DZZHH7svEl9NSCg,51.51820755,-0.079521104
vNRthiwHt2w3Cr1LmfHsLw,51.5175973,-0.065998494
C75TikkUkqrY4n1PBMvZaQ,51.51768657,-0.119791603
FLA4KjhvOl9c8uhLJmq9Sg,51.51741992,-0.08901842
H00MXAHTqzZiTvhyifjHAQ,51.516914,-0.080970288
6FIOcCMxHVcmg1bCG0aHjA,51.51681327,-0.073091715
fchUVNX6Ahz4TzAO4iY-vQ,51.5166718,-0.1197415
AxH8L1iq4-iy7z5UT9KfQQ,51.51640272,-0.10478995
RqS7vGcpzlJQVvFXJ2ynQg,51.51642764,-0.10246805
1OFfVCTRF9h6h3OPar8ULQ,51.51658024,-0.084590241
RmhgJlNKcZnU5uNNM8E-QQ,51.51632974,-0.083279684
yusLrGlK3wqnLux6Aj8V0Q,51.5159855,-0.0692902
eutzA9MRWSYHyeW-npNSKw,51.51616125,-0.133730147
_YrRae-dtsV7cNNlJZkzig,51.51580705,-0.119303301
kyE6i-acMZke5zoHefbevw,51.51553259,-0.099458985
AzIikim4pd9vpynaHmIl3w,51.5153395,-0.0984698
ZBiaIPVf6fSEuQdtRL2NHQ,51.51562222,-0.082220399
0cp8Ntj_0XUA-05KMO-D-A,51.51486791,-0.066640796
gteqBUP9nP-Bnwp1cjTzqQ,51.5139323,-0.0082583
dqPelSfSf9iONsddLOKRkw,51.5156072,-0.1395411
UB-hpAm0MCW1MEcmpcu5IQ,51.5148374,-0.1185705
pbhYw6nkSvs72GatFOTcTA,51.51413782,-0.086285908
DVDqsY8CN7l_J8RSVb9GJA,51.51439676,-0.083668699
ck_OB0U_nyAEN8QX8WFCSg,51.5143777,-0.0765925
WvarsFjl3hgfk1TgIyZSPA,51.5140307,-0.0734676
C2Q_NZ9N6_h7iGK20jQhUQ,51.51393336,-0.117854398
rL6X9UofG6hDsPcRSGJ1pQ,51.51389172,-0.110683362
ak_MNFhXHaGkdJ2iZXmnig,51.51404267,-0.10988418
V7bfcWe7kgAqwI9dN1lrcQ,51.51376,-0.1005587
yQ29pRHN4YmDs7g86g5CYw,51.5125405,-0.034704991
XGOWxVCaBrI7ntwOTVGBXg,51.51292822,-0.104157892
lb_ficWTBmxYWx4F4PBgUQ,51.51270332,-0.095801856
0wiyi1hXcgeQd0IiTYa2nA,51.51275348,-0.092535714
bdsVIgehGufeyYEPaF7xHA,51.5123048,-0.0693927
YCMKduMci4_5uCmfL3Z4DA,51.51129133,-0.008698794
xLWzNSPSdwI0bPyOmyPTPw,51.51191347,-0.096796393
TuItH1Bndu6d2GQsy1ebmA,51.51206764,-0.095296457
kIF3kun0_e61oZ-Egqof4g,51.51176065,-0.085207221
y9PSwcRlwLlrYzEeGH5-0Q,51.51150711,-0.071860033
IZ-dtUPhuyBIsZDhJ-PuOA,51.51083467,-0.042147545
lay6uolTHecv2aJbGWnR3Q,51.51074434,-0.033711785
SrncrHmM0TcAKfm3PDLnmQ,51.5114528,-0.133028473
R8-wmJwsBC_S6qXojJ2bGg,51.51155172,-0.118512436
PPnIapjE5cZOKIT_0fMImw,51.51099109,-0.111163474
rBciidhtNzsKRmuAd_wj3g,51.5110811,-0.1079933
E5EUp4VApGA5WqX1jQbJRg,51.51106997,-0.106516309
SNA8R3AWE-HJ0fVzCgCPyA,51.5108483,-0.0927155
mfNqjcMMTQ4zeq9Z3hIn9A,51.51082005,-0.086737797
nqZSzC8X2KA9UGwmcKqmhw,51.51109627,-0.138914455
YwaaL5Xh9Pn9-FTTmniimg,51.51044707,-0.121625382
PNd8kb8iZTpRKTeuTvKUgg,51.51043747,-0.118613897
CjQMjkGnl-7IPGYAaj2OAw,51.51037326,-0.116558418
lSvtR0W8riAv4uIM524lRQ,51.51050402,-0.11557969
ffslj15lVkAPjlDGmGN1hg,51.51075304,-0.11416225
VIs8JUQyfzpbvlSNjb8nyw,51.51025059,-0.089920035
TNxCuWOle7GN5sg0ENHZbw,51.5098726,-0.0869787
lJgfyslYsfAfRue8uJLlaw,51.50966985,-0.079582267
mQLtWJToY-NDuKmxFR_sGQ,51.50955921,-0.076561793
4BoPjd3dBV1DPNS2OO0_Lw,51.50982723,-0.075227232
K6fkTdhXYOdwyrzw_7ioYA,51.50943837,-0.060661293
26TKMioay5X8Uu8GfQc9YQ,51.50974217,-0.052135088
9aRaO2itvgOAR5zlueDTLA,51.50973,-0.1360877
hOV0LeVLLgKLBZvwnsozlg,51.5098402,-0.122867422
611YPuw_Ib8lTlCP87vJ6A,51.50966733,-0.118530624
9GAWRed8j_0JAxIpYJA3qw,51.5090112,-0.0872737
HL0up_6qlNO1sysSFK31hg,51.50939777,-0.085179479
8tUnsYKogwJ7qh94eRin4Q,51.50922025,-0.08381614
VoCOqfzJ6irctvlBvJ1yxA,51.5090422,-0.082287526
jrQa0EHrvJQcP__BT5ZvbQ,51.50914419,-0.081088137
7yxSVj4JE8ZQ4PPc_-Xvig,51.50864706,-0.072468593
Oo9SYGYnjd1GtF9xRw6H5g,51.50863904,-0.069278625
vut5sBc9ykA9NYOTX_yztg,51.50893418,-0.068194003
BHf6HMbv4hYiKiPI0G_J5g,51.507881,-0.030319
LwVDKI9S1trDZIiMVBuYBA,51.50868552,-0.125283672
8Nqa4ZmSRiZoIxWv69VnLg,51.50884335,-0.12010745
4TDvthRDTgH-zMN9zHMpjw,51.5083361,-0.0711155
LlWvUQH39rpeFVYVpqflHQ,51.50734782,-0.017286978
_pcblAvZ9s2v4LQU0WHjlg,51.50696827,-0.007393815
8SCVlH4uAofbBNaULcUEPQ,51.50793192,-0.140361735
B3AT9FjHEKaWrkOed-3QfQ,51.50791485,-0.127264639
G8vgyvNC8F2CoyvSnuSFEA,51.50752635,-0.104295055
qFM-rIY8L2W1-Y-WzM3klQ,51.50604724,-0.003240808
erwRe8-2lKPTJOucwGhFvA,51.50701394,-0.12740334
XjhSELR0mFlheCwvGxOBHg,51.5061792,-0.0885168
dDFSl96YiPeJ3hTZAMKmfg,51.50620687,-0.127068474
_D5Kl0PCLn56K2AyS40y8w,51.50542676,-0.126734746
3Dzc9RginIlpSgPM9F_Mzg,51.50488054,-0.114110254
sYRAxROvixQgVEaDsnKUoA,51.5050792,-0.096792606
O_LHwDatcKn1fXRC-T9BGg,51.50457789,-0.095677127
5HeCVGks1hktStUZDiA0vw,51.5037662,-0.0912789
tjvDkSjAo8TX3fy9lfrlWQ,51.50349297,-0.076756763
rC4sadiBkyD3bRMqYIZwrA,51.5033411,-0.126074174
wgFljPJ6cMbf1dKMeBhSiA,51.5032083,-0.1156049
SjgymZ8UtoEYBp1Kb-ZUfA,51.5026861,-0.0921188
fH80XW-RdMelHW5fSDcZcA,51.50298932,-0.137739752
6GJonML2vf7M-xi_SKG94g,51.5016718,-0.0927828
ezYVuxIWCLNifd3Ttwt9Mg,51.50166007,-0.126156589
whcVPIgqMRCiZsg7q2qOSA,51.50129056,-0.116353481
UCSyUhH2NZkc5UE0B2dRQA,51.50086765,-0.078290675
Opds6BvotdAMnvergKyMGg,51.50078767,-0.127425964
uaU3A2bWyTt92L777781Lg,51.50076511,-0.126134133
ydKquaTkWXKll7iDKRWEjg,51.5009354,-0.124498581
u8Z27mvHo-Vpb1fSNltnCQ,51.5008,-0.119855
FiZBATtGLFjpcf251rk4rQ,51.5007306,-0.118551613
_UD5Vo0QHwMNmdccBpz-BA,51.49977776,-0.128768672
JL4kW17uiX3Kc6UMqrcO-g,51.49977809,-0.126124715
WmLzRd-FXZdxsVVuWoFZWw,51.49849181,-0.107317923
bYhmnYazq2wPyybDOyZgoA,51.49861513,-0.10582298
F2ePbOswbT3XKeopxYrqZw,51.4981845,-0.133072468
dn_aQYVy_07yjHTFfhXUDw,51.49804728,-0.125704265
wydGSWWxouTvjfRZ_vkxDw,51.49736473,-0.136516537
MxSzeT0vv9Gu-fwfm5Cdgw,51.4975714,-0.1351555
VlxIrlF7hmtW0mr37Mn-OA,51.49672456,-0.140881031
YtsTwJSaTW-vVF580fEWwQ,51.49596693,-0.101329117
qLmdTjteMxT4WYpD5NmLDQ,51.4950148,-0.098756213
lU5x9q-7LP2cFNj1i--c2w,51.49458087,-0.123250582
VwQg5YdnuM_Z1KbMUKAVxg,51.49418571,-0.093108299
4JH5cvnLMZs3nch0TjzTzw,51.49314769,-0.100578714
m6Rqjcg3jfLxbTKBO1Nm5A,51.4931543,-0.0991209
7mVUZxSD0HTppZS8tykRiQ,51.49286177,-0.138222222
tO1Ro4FKM7DeetNHvKhumg,51.48898787,-0.07793476
T-t6ik9408ILJauBfP-vvA,51.48917983,-0.130747045
XACtR1l0N-ZFUP4X8aZnYA,51.48886148,-0.105414092
8-JwUwBPbGZyfeTbkLqpbw,51.48677584,0.017668013
irSRkdxXULCaFmOjw-d4wg,51.48581505,0.018748193
